iam_domain,question_id,section_id,question_text,answer_type,question_type,iso_27001_2022,nist_800_53_rev5,soc_2_tsc,gdpr,pci_dss_4_0,hipaa,cis_controls,
Access Monitoring & Logging (AML),Q_678,AML-ALERT,Are alert thresholds reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_679,AML-ALERT,Are alert logs retained as evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_680,AML-ALERT,Are alert trends analyzed for improvement?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_681,AML-ALERT,Are alert handling KPIs defined?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_682,AML-REPORT,Are access monitoring reports generated periodically?,yes_no_partial_with_text,core,A.8.16,AU-6,CC2.2,Art.30,10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_683,AML-REPORT,Are reports reviewed by security management?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_684,AML-REPORT,Are report findings documented and tracked?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Access Monitoring & Logging (AML),Q_685,AML-REPORT,Are reporting formats standardized?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_686,AML-REPORT,Are reports aligned with compliance requirements?,yes_no_partial_with_text,core,A.5.1,AU-2,CC7.2,Art.32(1),10.2,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_687,AML-REPORT,Are reports retained as per retention policy?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_688,AML-REPORT,Are improvement actions derived from reports?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_689,AML-REPORT,Are reports shared with relevant stakeholders?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Access Monitoring & Logging (AML),Q_690,AML-REPORT,Are reporting KPIs defined?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_691,AML-REPORT,Is reporting effectiveness reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_692,AML-GOV,Is access monitoring governance formally defined?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_693,AML-GOV,Are roles and responsibilities documented for monitoring governance?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_694,AML-GOV,Are governance meetings conducted periodically?,yes_no_partial_with_text,follow_up,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_695,AML-GOV,Are governance risks identified and managed?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Access Monitoring & Logging (AML),Q_696,AML-GOV,Are governance improvement plans implemented?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_697,AML-GOV,Are monitoring governance documents version controlled?,yes_no_partial_with_text,core,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Access Monitoring & Logging (AML),Q_698,AML-GOV,Is monitoring maturity assessed periodically?,yes_no_partial_with_text,core,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Access Monitoring & Logging (AML),Q_699,AML-GOV,Are governance awareness sessions conducted?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Access Monitoring & Logging (AML),Q_700,AML-GOV,Are monitoring governance reports retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Access Monitoring & Logging (AML),Q_701,AML-GOV,Is overall monitoring effectiveness reviewed by leadership?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_702,CTPUA-POL,Is a formal policy defined for customer and third-party access?,yes_no_partial_with_text,core,A.5.1,AC-1,CC6.1,Art.32(1),7.1.1,164.308(a)(1),6.1,
Customer and Third-Party User Access,Q_703,CTPUA-POL,Is the policy approved by senior management?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_704,CTPUA-POL,Does the policy define scope of external user access?,yes_no_partial_with_text,core,A.5.1,AC-1,CC6.1,Art.32(1),7.1.2,164.308(a)(1),6.1,
Customer and Third-Party User Access,Q_705,CTPUA-POL,Are roles and responsibilities defined for third-party access management?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_706,CTPUA-POL,Are access control requirements for third parties documented?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_707,CTPUA-POL,Are policy exceptions formally documented?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_708,CTPUA-POL,Is the policy communicated to third-party entities?,yes_no_partial_with_text,follow_up,A.6.3,AT-2,CC2.1,Art.24,12.6.1,164.308(a)(5),14.1,
Customer and Third-Party User Access,Q_709,CTPUA-POL,Are access terms defined contractually?,yes_no_partial_with_text,core,A.5.19,SR-3,CC1.2,Art.28,15.1.1,164.308(b),5.3,
Customer and Third-Party User Access,Q_710,CTPUA-POL,Are third-party access risks assessed periodically?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_711,CTPUA-POL,Is the policy reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_712,CTPUA-POL,Is compliance with the policy monitored?,yes_no_partial_with_text,core,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_713,CTPUA-POL,Are access controls aligned with regulatory obligations?,yes_no_partial_with_text,core,A.5.1,AC-1,CC6.1,Art.32(1),7.1.1,164.308(a)(1),6.1,
Customer and Third-Party User Access,Q_714,CTPUA-POL,Are policy changes version controlled?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_715,CTPUA-POL,Are access policies audited periodically?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_716,CTPUA-POL,Is technical enforcement of the policy verified?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_717,CTPUA-REG,Are third-party users formally registered before access is granted?,yes_no_partial_with_text,core,A.8.1,AC-2,CC6.2,Art.32(1),7.1.3,164.308(a)(3),6.2,
Customer and Third-Party User Access,Q_718,CTPUA-REG,Is identity verification performed for third-party users?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Customer and Third-Party User Access,Q_719,CTPUA-REG,Is documented approval required before onboarding?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_720,CTPUA-REG,Are onboarding requests tracked?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_721,CTPUA-REG,Are onboarding procedures documented?,yes_no_partial_with_text,follow_up,A.5.1,PL-2,CC1.2,Art.24,12.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_722,CTPUA-REG,Are default access rights restricted during onboarding?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_723,CTPUA-REG,Are onboarding activities logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_724,CTPUA-REG,Are roles assigned during onboarding reviewed?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_725,CTPUA-REG,Are duplicate accounts prevented?,yes_no_partial_with_text,follow_up,A.8.1,IA-4,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_726,CTPUA-REG,Is multi-factor authentication enforced at registration?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Customer and Third-Party User Access,Q_727,CTPUA-REG,Are incomplete registrations automatically expired?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_728,CTPUA-REG,Is onboarding subject to separation of duties?,yes_no_partial_with_text,core,A.8.2,AC-5,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_729,CTPUA-REG,Are onboarding approvals retained as evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Customer and Third-Party User Access,Q_730,CTPUA-REG,Are onboarding errors reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_731,CTPUA-REG,Is onboarding effectiveness reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_732,CTPUA-REG,Are onboarding SLAs defined for third-party users?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),7.2.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_733,CTPUA-REG,Are access requests validated against contracts?,yes_no_partial_with_text,core,A.5.19,SR-3,CC1.2,Art.28,15.1.1,164.308(b),5.3,
Customer and Third-Party User Access,Q_734,CTPUA-REG,Are onboarding exceptions approved?,yes_no_partial_with_text,follow_up,A.5.23,CM-3,CC5.2,Art.32(1),6.4.2,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_735,CTPUA-REG,Are temporary onboarding accounts controlled?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_736,CTPUA-REG,Is onboarding process audited?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_737,CTPUA-REG,Are onboarding controls automated?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),7.2.1,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_738,CTPUA-REG,Are onboarding approvals role-based?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_739,CTPUA-REG,Are onboarding logs protected from alteration?,yes_no_partial_with_text,core,A.8.16,AU-9,CC7.2,Art.32(1),10.5,164.312(c)(1),8.2,
Customer and Third-Party User Access,Q_740,CTPUA-REG,Are onboarding metrics tracked?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_741,CTPUA-REG,Is onboarding governance reviewed?,yes_no_partial_with_text,follow_up,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_742,CTPUA-AUTH,Is strong authentication enforced for third-party users?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Customer and Third-Party User Access,Q_743,CTPUA-AUTH,Is multi-factor authentication mandatory for third-party access?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.2,164.312(d),6.4,
Customer and Third-Party User Access,Q_744,CTPUA-AUTH,Are authentication requirements defined contractually?,yes_no_partial_with_text,core,A.5.19,SR-3,CC1.2,Art.28,15.1.1,164.308(b),5.3,
Customer and Third-Party User Access,Q_745,CTPUA-AUTH,Are password policies enforced for external users?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.3,164.308(a)(5),5.2,
Customer and Third-Party User Access,Q_746,CTPUA-AUTH,Are failed login attempts limited for third-party users?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.6,164.308(a)(5),5.2,
Customer and Third-Party User Access,Q_747,CTPUA-AUTH,Are authentication attempts logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_748,CTPUA-AUTH,Are default credentials disabled before access?,yes_no_partial_with_text,core,A.8.5,IA-5,CC6.1,Art.32(1),8.2.1,164.308(a)(5),5.2,
Customer and Third-Party User Access,Q_749,CTPUA-AUTH,Are external authentication mechanisms periodically tested?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_750,CTPUA-AUTH,Is session timeout enforced for third-party users?,yes_no_partial_with_text,core,A.8.5,AC-12,CC6.1,Art.32(1),8.2.8,164.312(a)(2)(iii),6.1,
Customer and Third-Party User Access,Q_751,CTPUA-AUTH,Are authentication failures escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Customer and Third-Party User Access,Q_752,CTPUA-AUTH,Are authentication logs retained as evidence?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Customer and Third-Party User Access,Q_753,CTPUA-AUTH,Are authentication policies reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_754,CTPUA-AUTH,Are biometric authentication mechanisms controlled?,yes_no_partial_with_text,follow_up,A.8.5,IA-7,CC6.1,Art.32(1),8.3.3,164.312(d),6.3,
Customer and Third-Party User Access,Q_755,CTPUA-AUTH,Are insecure authentication methods prohibited?,yes_no_partial_with_text,core,A.8.5,IA-2,CC6.1,Art.32(1),8.3.1,164.312(d),6.3,
Customer and Third-Party User Access,Q_756,CTPUA-AUTH,Are third-party authentication integrations monitored?,yes_no_partial_with_text,follow_up,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Customer and Third-Party User Access,Q_757,CTPUA-ACC,Are third-party users restricted to approved systems only?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_758,CTPUA-ACC,Are access rights based on least privilege?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_759,CTPUA-ACC,Are time-based access restrictions enforced?,yes_no_partial_with_text,follow_up,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_760,CTPUA-ACC,Are IP restrictions applied to third-party access?,yes_no_partial_with_text,follow_up,A.8.2,SC-7,CC6.7,Art.32(1),11.4,164.308(a)(1),13.1,
Customer and Third-Party User Access,Q_761,CTPUA-ACC,Are remote access restrictions enforced?,yes_no_partial_with_text,core,A.8.21,AC-17,CC6.6,Art.32(1),11.4,164.308(a)(1),8.1,
Customer and Third-Party User Access,Q_762,CTPUA-ACC,Are access changes approved and documented?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_763,CTPUA-ACC,Are access requests reviewed for necessity?,yes_no_partial_with_text,follow_up,A.8.2,AC-2,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_764,CTPUA-ACC,Are external access privileges tracked?,yes_no_partial_with_text,follow_up,A.5.9,CM-8,CC1.2,Art.24,7.2.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_765,CTPUA-ACC,Are access violations logged?,yes_no_partial_with_text,core,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_766,CTPUA-ACC,Are access violations escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Customer and Third-Party User Access,Q_767,CTPUA-ACC,Are access control changes tested?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.4.2,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_768,CTPUA-ACC,Are emergency access rights controlled?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_769,CTPUA-ACC,Are access restrictions reviewed periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_770,CTPUA-ACC,Are access restriction violations analyzed?,yes_no_partial_with_text,follow_up,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_771,CTPUA-ACC,Is effectiveness of access restrictions reviewed?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_772,CTPUA-MON,Are third-party access activities continuously monitored?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Customer and Third-Party User Access,Q_773,CTPUA-MON,Are anomalous third-party access patterns detected?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Customer and Third-Party User Access,Q_774,CTPUA-MON,Are third-party access logs reviewed regularly?,yes_no_partial_with_text,core,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_775,CTPUA-MON,Are suspicious third-party activities escalated?,yes_no_partial_with_text,core,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Customer and Third-Party User Access,Q_776,CTPUA-MON,Are monitoring dashboards maintained for external users?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_777,CTPUA-MON,Are monitoring failures detected and reported?,yes_no_partial_with_text,core,A.8.16,SI-4,CC7.3,Art.32(1),10.6,164.308(a)(6),13.11,
Customer and Third-Party User Access,Q_778,CTPUA-MON,Are third-party monitoring controls tested periodically?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_779,CTPUA-MON,Are third-party access incidents recorded?,yes_no_partial_with_text,core,A.5.26,IR-4,CC7.3,Art.33,12.10.1,164.308(a)(6),17.3,
Customer and Third-Party User Access,Q_780,CTPUA-MON,Are monitoring KPIs defined for third-party access?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),10.6,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_781,CTPUA-MON,Is monitoring effectiveness reviewed by management?,yes_no_partial_with_text,follow_up,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_782,CTPUA-REV,Are third-party access rights reviewed periodically?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.5,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_783,CTPUA-REV,Are inactive third-party accounts identified?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_784,CTPUA-REV,Are periodic review outcomes documented?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC2.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_785,CTPUA-REV,Are excessive privileges removed after reviews?,yes_no_partial_with_text,core,A.8.2,AC-6,CC6.1,Art.32(1),7.2.2,164.308(a)(3),6.5,
Customer and Third-Party User Access,Q_786,CTPUA-REV,Are review findings escalated?,yes_no_partial_with_text,follow_up,A.5.26,IR-4,CC7.3,Art.32(1),12.10.1,164.308(a)(6),17.3,
Customer and Third-Party User Access,Q_787,CTPUA-REV,Are access reviews aligned with contract terms?,yes_no_partial_with_text,core,A.5.19,SR-3,CC1.2,Art.28,15.1.1,164.308(b),5.3,
Customer and Third-Party User Access,Q_788,CTPUA-REV,Are review schedules formally defined?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_789,CTPUA-REV,Are review records retained?,yes_no_partial_with_text,follow_up,A.8.16,AU-11,CC2.2,Art.30,10.5,164.312(b),8.2,
Customer and Third-Party User Access,Q_790,CTPUA-TERM,Are third-party accounts de-provisioned upon contract termination?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_791,CTPUA-TERM,Is immediate revocation applied for high-risk terminations?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_792,CTPUA-TERM,Are terminated accounts verified as disabled?,yes_no_partial_with_text,core,A.8.3,AC-2,CC6.2,Art.5(1)(e),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_793,CTPUA-TERM,Are de-provisioning activities logged?,yes_no_partial_with_text,follow_up,A.8.16,AU-6,CC7.2,Art.30,10.2,164.312(b),8.2,
Customer and Third-Party User Access,Q_794,CTPUA-TERM,Are orphaned accounts detected?,yes_no_partial_with_text,core,A.8.2,AC-2,CC6.2,Art.32(1),7.2.5,164.308(a)(3),5.5,
Customer and Third-Party User Access,Q_795,CTPUA-TERM,Is de-provisioning process audited?,yes_no_partial_with_text,follow_up,A.5.30,CA-2,CC4.1,Art.32(1),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_796,CTPUA-GOV,Is governance framework defined for third-party access?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_797,CTPUA-GOV,Are governance roles and responsibilities documented?,yes_no_partial_with_text,core,A.5.2,PL-2,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
Customer and Third-Party User Access,Q_798,CTPUA-GOV,Are governance reviews conducted periodically?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_799,CTPUA-GOV,Are third-party risks governed and tracked?,yes_no_partial_with_text,core,A.5.7,RA-3,CC3.2,Art.32(2),12.2.1,164.308(a)(1),4.1,
Customer and Third-Party User Access,Q_800,CTPUA-GOV,Are governance improvement plans implemented?,yes_no_partial_with_text,follow_up,A.5.29,CA-7,CC4.1,Art.32(1)(d),12.11.1,164.308(a)(8),4.1,
Customer and Third-Party User Access,Q_801,CTPUA-GOV,Is overall third-party access effectiveness reviewed by leadership?,yes_no_partial_with_text,core,A.5.2,PM-11,CC1.2,Art.24,6.1.1,164.308(a)(1),2.3,
